Processor,Status,Release Date,Cores,Max Turbo Speed,Base Speed,Cache Size
Intel Xeon Processor E5-1650,Discontinued,Q1'12,6,3.80 GHz,3.20 GHz,12 MB
Intel Xeon Processor E5-4620,Discontinued,Q2'12,8,2.60 GHz,2.20 GHz,16 MB
Intel Xeon Processor E5-2428L,Launched,Q2'12,6,2.00 GHz,1.80 GHz,15 MB
Intel Xeon Processor E5-1660,Discontinued,Q1'12,6,3.90 GHz,3.30 GHz,15 MB
Intel Xeon Processor E5-2430,Discontinued,Q2'12,6,2.70 GHz,2.20 GHz,15 MB
Intel Xeon Processor E5-4640,Discontinued,Q2'12,8,2.80 GHz,2.40 GHz,20 MB
Intel Xeon Processor E5-2430L,Discontinued,Q2'12,6,2.50 GHz,2.00 GHz,15 MB
Intel Xeon Processor E5-4650,Discontinued,Q2'12,8,3.30 GHz,2.70 GHz,20 MB
Intel Xeon Processor E5-2630,Discontinued,Q1'12,6,2.80 GHz,2.30 GHz,15 MB
Intel Xeon Processor E5-2440,Discontinued,Q2'12,6,2.90 GHz,2.40 GHz,15 MB
Intel Xeon Processor E5-2448L,Launched,Q2'12,8,2.10 GHz,1.80 GHz,20 MB
Intel Xeon Processor E5-2630L,Discontinued,Q1'12,6,2.50 GHz,2.00 GHz,15 MB
Intel Xeon Processor E5-4650L,Discontinued,Q2'12,8,3.10 GHz,2.60 GHz,20 MB
Intel Xeon Processor E5-2450,Discontinued,Q2'12,8,2.90 GHz,2.10 GHz,20 MB
Intel Xeon Processor E5-2637,Discontinued,Q1'12,2,3.50 GHz,3.00 GHz,5 MB
Intel Xeon Processor E5-2640,Discontinued,Q1'12,6,3.00 GHz,2.50 GHz,15 MB
Intel Xeon Processor E5-2450L,Discontinued,Q2'12,8,2.30 GHz,1.80 GHz,20 MB
Intel Xeon Processor E5-2470,Discontinued,Q2'12,8,3.10 GHz,2.30 GHz,20 MB
Intel Xeon Processor E5-2643,Discontinued,Q1'12,4,3.50 GHz,3.30 GHz,10 MB
Intel Xeon Processor E5-2648L,Launched,Q1'12,8,2.10 GHz,1.80 GHz,20 MB
Intel Xeon Processor E5-2650,Discontinued,Q1'12,8,2.80 GHz,2.00 GHz,20 MB
Intel Xeon Processor E5-2650L,Discontinued,Q1'12,8,2.30 GHz,1.80 GHz,20 MB
Intel Xeon Processor E5-2658,Launched,Q1'12,8,2.40 GHz,2.10 GHz,20 MB
Intel Xeon Processor E5-2660,Discontinued,Q1'12,8,3.00 GHz,2.20 GHz,20 MB
Intel Xeon Processor E5-2665,Discontinued,Q1'12,8,3.10 GHz,2.40 GHz,20 MB
Intel Xeon Processor E5-2667,Discontinued,Q1'12,6,3.50 GHz,2.90 GHz,15 MB
Intel Xeon Processor E5-2670,Discontinued,Q1'12,8,3.30 GHz,2.60 GHz,20 MB
Intel Xeon Processor E5-2680,Discontinued,Q1'12,8,3.50 GHz,2.70 GHz,20 MB
Intel Xeon Processor E5-2687W,Discontinued,Q1'12,8,3.80 GHz,3.10 GHz,20 MB
Intel Xeon Processor E5-2690,Discontinued,Q1'12,8,3.80 GHz,2.90 GHz,20 MB
Intel Xeon Processor E3-1535M v6,Launched,Q1'17,4,4.20 GHz,3.10 GHz,8 MB
Intel Xeon Processor E3-1505M v6,Launched,Q1'17,4,4.00 GHz,3.00 GHz,8 MB
Intel Xeon Processor E3-1505L v6,Launched,Q1'17,4,3.00 GHz,2.20 GHz,8 MB
Intel Xeon Processor E3-1501L v6,Launched,Q2'17,4,2.90 GHz,2.10 GHz,6 MB
Intel Xeon Processor E3-1501M v6,Launched,Q2'17,4,3.60 GHz,2.90 GHz,6 MB
Intel Xeon Processor E3-1285 v6,Launched,Q3'17,4,4.50 GHz,4.10 GHz,8 MB
Intel Xeon Processor E3-1280 v6,Launched,Q1'17,4,4.20 GHz,3.90 GHz,8 MB
Intel Xeon Processor E3-1275 v6,Launched,Q1'17,4,4.20 GHz,3.80 GHz,8 MB
Intel Xeon Processor E3-1270 v6,Launched,Q1'17,4,4.20 GHz,3.80 GHz,8 MB
Intel Xeon Processor E3-1245 v6,Launched,Q1'17,4,4.10 GHz,3.70 GHz,8 MB
Intel Xeon Processor E3-1240 v6,Launched,Q1'17,4,4.10 GHz,3.70 GHz,8 MB
Intel Xeon Processor E3-1230 v6,Launched,Q1'17,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1225 v6,Launched,Q1'17,4,3.70 GHz,3.30 GHz,8 MB
Intel Xeon Processor E3-1220 v6,Launched,Q1'17,4,3.50 GHz,3.00 GHz,8 MB
Intel Xeon Processor E3-1585 v5,Launched,Q2'16,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1585L v5,Launched,Q2'16,4,3.70 GHz,3.00 GHz,8 MB
Intel Xeon Processor E3-1578L v5,Launched,Q2'16,4,3.40 GHz,2.00 GHz,8 MB
Intel Xeon Processor E3-1575M v5,Launched,Q1'16,4,3.90 GHz,3.00 GHz,8 MB
Intel Xeon Processor E3-1565L v5,Launched,Q2'16,4,3.50 GHz,2.50 GHz,8 MB
Intel Xeon Processor E3-1558L v5,Launched,Q2'16,4,3.30 GHz,1.90 GHz,8 MB
Intel Xeon Processor E3-1545M v5,Launched,Q1'16,4,3.80 GHz,2.90 GHz,8 MB
Intel Xeon Processor E3-1535M v5,Launched,Q3'15,4,3.80 GHz,2.90 GHz,8 MB
Intel Xeon Processor E3-1515M v5,Launched,Q1'16,4,3.70 GHz,2.80 GHz,8 MB
Intel Xeon Processor E3-1505M v5,Launched,Q3'15,4,3.70 GHz,2.80 GHz,8 MB
Intel Xeon Processor E3-1505L v5,Launched,Q4'15,4,2.80 GHz,2.00 GHz,8 MB
Intel Xeon Processor E3-1280 v5,Launched,Q4'15,4,4.00 GHz,3.70 GHz,8 MB
Intel Xeon Processor E3-1275 v5,Launched,Q4'15,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1270 v5,Launched,Q4'15,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1268L v5,Launched,Q4'15,4,3.40 GHz,2.40 GHz,8 MB
Intel Xeon Processor E3-1260L v5,Launched,Q4'15,4,3.90 GHz,2.90 GHz,8 MB
Intel Xeon Processor E3-1245 v5,Launched,Q4'15,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1240L v5,Launched,Q4'15,4,3.20 GHz,2.10 GHz,8 MB
Intel Xeon Processor E3-1240 v5,Launched,Q4'15,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1235L v5,Launched,Q4'15,4,3.00 GHz,2.00 GHz,8 MB
Intel Xeon Processor E3-1230 v5,Launched,Q4'15,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1225 v5,Launched,Q4'15,4,3.70 GHz,3.30 GHz,8 MB
Intel Xeon Processor E3-1220 v5,Launched,Q4'15,4,3.50 GHz,3.00 GHz,8 MB
Intel Xeon Processor E3-1285L v4,Launched,Q2'15,4,3.80 GHz,3.40 GHz,6 MB
Intel Xeon Processor E3-1285 v4,Launched,Q2'15,4,3.80 GHz,3.50 GHz,6 MB
Intel Xeon Processor E3-1278L v4,Launched,Q2'15,4,3.30 GHz,2.00 GHz,6 MB
Intel Xeon Processor E3-1265L v4,Launched,Q2'15,4,3.30 GHz,2.30 GHz,6 MB
Intel Xeon Processor E3-1258L v4,Launched,Q2'15,4,3.20 GHz,1.80 GHz,6 MB
Intel Xeon Processor E3-1286L v3,Discontinued,Q2'14,4,4.00 GHz,3.20 GHz,8 MB
Intel Xeon Processor E3-1286 v3,Discontinued,Q2'14,4,4.10 GHz,3.70 GHz,8 MB
Intel Xeon Processor E3-1285L v3,Discontinued,Q2'13,4,3.90 GHz,3.10 GHz,8 MB
Intel Xeon Processor E3-1285 v3,Discontinued,Q2'13,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1281 v3,Launched,Q2'14,4,4.10 GHz,3.70 GHz,8 MB
Intel Xeon Processor E3-1280 v3,Discontinued,Q2'13,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1276 v3,Launched,Q2'14,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1275L v3,Discontinued,Q2'14,4,3.90 GHz,2.70 GHz,8 MB
Intel Xeon Processor E3-1270 v3,Discontinued,Q2'13,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1268L v3,Launched,Q2'13,4,3.30 GHz,2.30 GHz,8 MB
Intel Xeon Processor E3-1271 v3,Launched,Q2'14,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1275 v3,Launched,Q2'13,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1265L v3,Launched,Q2'13,4,3.70 GHz,2.50 GHz,8 MB
Intel Xeon Processor E3-1246 v3,Launched,Q2'14,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1245 v3,Discontinued,Q2'13,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1241 v3,Launched,Q2'14,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1240L v3,Launched,Q2'14,4,3.00 GHz,2.00 GHz,8 MB
Intel Xeon Processor E3-1240 v3,Discontinued,Q2'13,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1231 v3,Launched,Q2'14,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1230L v3,Launched,Q2'13,4,2.80 GHz,1.80 GHz,8 MB
Intel Xeon Processor E3-1230 v3,Discontinued,Q2'13,4,3.70 GHz,3.30 GHz,8 MB
Intel Xeon Processor E3-1226 v3,Launched,Q2'14,4,3.70 GHz,3.30 GHz,8 MB
Intel Xeon Processor E3-1225 v3,Launched,Q2'13,4,3.60 GHz,3.20 GHz,8 MB
Intel Xeon Processor E3-1220L v3,Launched,Q3'13,2,1.50 GHz,1.10 GHz,4 MB
Intel Xeon Processor E3-1220 v3,Launched,Q2'13,4,3.50 GHz,3.10 GHz,8 MB
Intel Xeon Processor E3-1290 v2,Discontinued,Q2'12,4,4.10 GHz,3.70 GHz,8 MB
Intel Xeon Processor E3-1280 v2,Discontinued,Q2'12,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1275 v2,Launched,Q2'12,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1270 v2,Discontinued,Q2'12,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1265L v2,Discontinued,Q2'12,4,3.50 GHz,2.50 GHz,8 MB
Intel Xeon Processor E3-1245 v2,Discontinued,Q2'12,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1240 v2,Discontinued,Q2'12,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1230 v2,Discontinued,Q2'12,4,3.70 GHz,3.30 GHz,8 MB
Intel Xeon Processor E3-1225 v2,Launched,Q2'12,4,3.60 GHz,3.20 GHz,8 MB
Intel Xeon Processor E3-1220 v2,Discontinued,Q2'12,4,3.50 GHz,3.10 GHz,8 MB
Intel Xeon Processor E3-1220L v2,Discontinued,Q2'12,2,3.50 GHz,2.30 GHz,3 MB
Intel Xeon Processor E3-1125C v2,Launched,Q3'13,4,,2.50 GHz,8 MB
Intel Xeon Processor E3-1105C v2,Launched,Q3'13,4,,1.80 GHz,8 MB
Intel Xeon Processor E3-1290,Discontinued,Q3'11,4,4.00 GHz,3.60 GHz,8 MB
Intel Xeon Processor E3-1280,Discontinued,Q2'11,4,3.90 GHz,3.50 GHz,8 MB
Intel Xeon Processor E3-1275,Discontinued,Q2'11,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1270,Discontinued,Q2'11,4,3.80 GHz,3.40 GHz,8 MB
Intel Xeon Processor E3-1260L,Discontinued,Q2'11,4,3.30 GHz,2.40 GHz,8 MB
Intel Xeon Processor E3-1245,Discontinued,Q2'11,4,3.70 GHz,3.30 GHz,8 MB
Intel Xeon Processor E3-1240,Discontinued,Q2'11,4,3.70 GHz,3.30 GHz,8 MB
Intel Xeon Processor E3-1235,Discontinued,Q2'11,4,3.60 GHz,3.20 GHz,8 MB
Intel Xeon Processor E3-1230,Discontinued,Q2'11,4,3.60 GHz,3.20 GHz,8 MB
Intel Xeon Processor E3-1225,Discontinued,Q2'11,4,3.40 GHz,3.10 GHz,6 MB
Intel Xeon Processor E3-1220L,Discontinued,Q2'11,2,3.40 GHz,2.20 GHz,3 MB
Intel Xeon Processor E3-1220,Discontinued,Q2'11,4,3.40 GHz,3.10 GHz,8 MB
Intel Xeon Processor E3-1125C,Launched,Q2'12,4,,2.00 GHz,8 MB
Intel Xeon Processor E3-1105C,Launched,Q2'12,4,,1.00 GHz,6 MB
Intel Xeon E-2288G Processor,Launched,Q2'19,8,5.00 GHz,3.70 GHz,16 MB
Intel Xeon E-2286M Processor,Launched,Q2 '19,8,5.00 GHz,2.40 GHz,16 MB
Intel Xeon E-2286G Processor,Launched,Q2'19,6,4.90 GHz,4.00 GHz,12 MB
Intel Xeon E-2278GEL Processor,Launched,Q2'19,8,3.90 GHz,2.00 GHz,16 MB
Intel Xeon E-2278GE Processor,Launched,Q2'19,8,4.70 GHz,3.30 GHz,16 MB
Intel Xeon E-2278G Processor,Launched,Q2'19,8,5.00 GHz,3.40 GHz,16 MB
Intel Xeon E-2276ML Processor,Launched,Q2'19,6,4.20 GHz,2.00 GHz,12 MB
Intel Xeon E-2276ME Processor,Launched,Q2'19,6,4.50 GHz,2.80 GHz,12 MB
Intel Xeon E-2276M Processor,Launched,Q2 '19,6,4.70 GHz,2.80 GHz,12 MB
Intel Xeon E-2276G Processor,Launched,Q2'19,6,4.90 GHz,3.80 GHz,12 MB
Intel Xeon E-2274G Processor,Launched,Q2'19,4,4.90 GHz,4.00 GHz,8 MB
Intel Xeon E-2254ML Processor,Launched,Q2' 19,4,3.50 GHz,1.70 GHz,8 MB
Intel Xeon E-2254ME Processor,Launched,Q2'19,4,3.80 GHz,2.60 GHz,8 MB
Intel Xeon E-2246G Processor,Launched,Q2'19,6,4.80 GHz,3.60 GHz,12 MB
Intel Xeon E-2244G Processor,Launched,Q2'19,4,4.80 GHz,3.80 GHz,8 MB
Intel Xeon E-2236 Processor,Launched,Q2'19,6,4.80 GHz,3.40 GHz,12 MB
Intel Xeon E-2234 Processor,Launched,Q2'19,4,4.80 GHz,3.60 GHz,8 MB
Intel Xeon E-2226GE Processor,Launched,Q2'19,6,4.60 GHz,3.40 GHz,12 MB
Intel Xeon E-2226G Processor,Launched,Q2'19,6,4.70 GHz,3.40 GHz,12 MB
Intel Xeon E-2224 Processor,Launched,Q2'19,4,4.60 GHz,3.40 GHz,8 MB
Intel Xeon E-2224G Processor,Launched,Q2'19,4,4.70 GHz,3.50 GHz,8 MB
Intel Xeon E-2186G Processor,Launched,Q3'18,6,4.70 GHz,3.80 GHz,12 MB
Intel Xeon E-2186M Processor,Launched,Q2'18,6,4.80 GHz,2.90 GHz,12 MB
Intel Xeon E-2176G Processor,Launched,Q3'18,6,4.70 GHz,3.70 GHz,12 MB
Intel Xeon E-2176M Processor,Launched,Q2'18,6,4.40 GHz,2.70 GHz,12 MB
Intel Xeon E-2174G Processor,Launched,Q3'18,4,4.70 GHz,3.80 GHz,8 MB
Intel Xeon E-2146G Processor,Launched,Q3'18,6,4.50 GHz,3.50 GHz,12 MB
Intel Xeon E-2144G Processor,Launched,Q3'18,4,4.50 GHz,3.60 GHz,8 MB
Intel Xeon E-2136 Processor,Launched,Q3'18,6,4.50 GHz,3.30 GHz,12 MB
Intel Xeon E-2134 Processor,Launched,Q3'18,4,4.50 GHz,3.50 GHz,8 MB
Intel Xeon E-2126G Processor,Launched,Q3'18,6,4.50 GHz,3.30 GHz,12 MB
Intel Xeon E-2124 Processor,Launched,Q3'18,4,4.30 GHz,3.30 GHz,8 MB
Intel Xeon E-2124G Processor,Launched,Q3'18,4,4.50 GHz,3.40 GHz,8 MB
Intel Xeon D-2187NT Processor,Launched,Q1'18,16,3.00 GHz,2.00 GHz,22 MB
Intel Xeon D-2183IT Processor,Launched,Q1'18,16,3.00 GHz,2.20 GHz,22 MB
Intel Xeon D-2177NT Processor,Launched,Q1'18,14,3.00 GHz,1.90 GHz,19 MB
Intel Xeon D-2173IT Processor,Launched,Q1'18,14,3.00 GHz,1.70 GHz,19 MB
Intel Xeon D-2166NT Processor,Launched,Q1'18,12,3.00 GHz,2.00 GHz,17 MB
Intel Xeon D-2163IT Processor,Launched,Q1'18,12,3.00 GHz,2.10 GHz,17 MB
Intel Xeon D-2161I Processor,Launched,Q1'18,12,3.00 GHz,2.20 GHz,16.5 MB 
Intel Xeon D-2146NT Processor,Launched,Q1'18,8,3.00 GHz,2.30 GHz,11 MB
Intel Xeon D-2145NT Processor,Launched,Q1'18,8,3.00 GHz,1.90 GHz,11 MB
Intel Xeon D-2143IT Processor,Launched,Q1'18,8,3.00 GHz,2.20 GHz,11 MB
Intel Xeon D-2142IT Processor,Launched,Q1'18,8,3.00 GHz,1.90 GHz,11 MB
Intel Xeon D-2141I Processor,Launched,Q1'18,8,3.00 GHz,2.20 GHz,11 MB
Intel Xeon D-2123IT Processor,Launched,Q1'18,4,3.00 GHz,2.20 GHz,8 MB
Intel Xeon D-1653N Processor,Launched,Q2'19,8,3.20 GHz,2.80 GHz,12 MB
Intel Xeon D-1649N Processor,Launched,Q2'19,8,3.00 GHz,2.30 GHz,12 MB
Intel Xeon D-1637 Processor,Launched,Q2'19,6,3.20 GHz,2.90 GHz,9 MB
Intel Xeon D-1633N Processor,Launched,Q2'19,6,3.20 GHz,2.50 GHz,9 MB
Intel Xeon D-1627 Processor,Launched,Q2'19,4,3.20 GHz,2.90 GHz,6 MB
Intel Xeon D-1623N Processor,Launched,Q2'19,4,3.20 GHz,2.40 GHz,6 MB
Intel Xeon D-1622 Processor,Launched,Q2'19,4,3.20 GHz,2.60 GHz,6 MB
Intel Xeon D-1602 Processor,Launched,Q2'19,2,3.20 GHz,2.50 GHz,3 MB
Intel Xeon Processor D-1577,Launched,Q1'16,16,2.10 GHz,1.30 GHz,24 MB
Intel Xeon Processor D-1571,Launched,Q1'16,16,2.10 GHz,1.30 GHz,24 MB
Intel Xeon Processor D-1567,Launched,Q1'16,12,2.70 GHz,2.10 GHz,18 MB
Intel Xeon Processor D-1559,Launched,Q2'16,12,2.10 GHz,1.50 GHz,18 MB
Intel Xeon Processor D-1557,Launched,Q1'16,12,2.10 GHz,1.50 GHz,18 MB
Intel Xeon Processor D-1553N,Launched,Q3'17,8,2.70 GHz,2.30 GHz,12 MB
Intel Xeon Processor D-1548,Launched,Q4'15,8,2.60 GHz,2.00 GHz,12 MB
Intel Xeon Processor D-1543N,Launched,Q3'17,8,2.50 GHz,1.90 GHz,12 MB
Intel Xeon Processor D-1541,Launched,Q4'15,8,2.70 GHz,2.10 GHz,12 MB
Intel Xeon Processor D-1540,Launched,Q1'15,8,2.60 GHz,2.00 GHz,12 MB
Intel Xeon Processor D-1539,Launched,Q2'16,8,2.20 GHz,1.60 GHz,12 MB
Intel Xeon Processor D-1537,Launched,Q4'15,8,2.30 GHz,1.70 GHz,12 MB
Intel Xeon Processor D-1533N,Launched,Q3'17,6,2.70 GHz,2.10 GHz,9 MB
Intel Xeon Processor D-1531,Launched,Q4'15,6,2.70 GHz,2.20 GHz,9 MB
Intel Xeon Processor D-1529,Launched,Q2'16,4,1.30 GHz,1.30 GHz,6 MB
Intel Xeon Processor D-1528,Launched,Q4'15,6,2.50 GHz,1.90 GHz,9 MB
Intel Xeon Processor D-1527,Launched,Q4'15,4,2.70 GHz,2.20 GHz,6 MB
Intel Xeon Processor D-1523N,Launched,Q3'17,4,2.60 GHz,2.00 GHz,6 MB
Intel Xeon Processor D-1521,Launched,Q4'15,4,2.70 GHz,2.40 GHz,6 MB
Intel Xeon Processor D-1520,Launched,Q1'15,4,2.60 GHz,2.20 GHz,6 MB
Intel Xeon Processor D-1518,Launched,Q4'15,4,2.20 GHz,2.20 GHz,6 MB
Intel Xeon Processor D-1513N,Launched,Q3'17,4,2.20 GHz,1.60 GHz,6 MB
Intel Xeon W-3275M Processor,Launched,Q2'19,28,4.40 GHz,2.50 GHz,38.5 MB
Intel Xeon W-3275 Processor,Launched,Q2'19,28,4.40 GHz,2.50 GHz,38.5 MB
Intel Xeon W-3265M Processor,Launched,Q2'19,24,4.40 GHz,2.70 GHz,33 MB
Intel Xeon W-3265 Processor,Launched,Q2'19,24,4.40 GHz,2.70 GHz,33 MB
Intel Xeon W-3245M Processor,Launched,Q2'19,16,4.40 GHz,3.20 GHz,22 MB
Intel Xeon W-3245 Processor,Launched,Q2'19,16,4.40 GHz,3.20 GHz,22 MB
Intel Xeon W-3235 Processor,Launched,Q2'19,12,4.40 GHz,3.30 GHz,19.25 MB
Intel Xeon W-3225 Processor,Launched,Q2'19,8,4.30 GHz,3.70 GHz,16.5 MB
Intel Xeon W-3223 Processor,Launched,Q2'19,8,4.00 GHz,3.50 GHz,16.5 MB
Intel Xeon W-3175X Processor,Launched,Q4'18,28,3.80 GHz,3.10 GHz,38.5 MB
Intel Xeon W-2123 Processor,Launched,Q3'17,4,3.90 GHz,3.60 GHz,8.25 MB
Intel Xeon W-2125 Processor,Launched,Q3'17,4,4.50 GHz,4.00 GHz,8.25 MB
Intel Xeon W-2133 Processor,Launched,Q3'17,6,3.90 GHz,3.60 GHz,8.25 MB
Intel Xeon W-2135 Processor,Launched,Q3'17,6,4.50 GHz,3.70 GHz,8.25 MB
Intel Xeon W-2145 Processor,Launched,Q3'17,8,4.50 GHz,3.70 GHz,11 MB
Intel Xeon W-2155 Processor,Launched,Q3'17,10,4.50 GHz,3.30 GHz,13.75 MB
Intel Xeon W-2175 Processor,Launched,Q4'17,14,4.30 GHz,2.50 GHz,19 MB
Intel Xeon W-2195 Processor,Launched,Q3'17,18,4.30 GHz,2.30 GHz,24.75 MB
Intel Xeon Processor X7560,Discontinued,Q1'10,8,2.67 GHz,2.27 GHz,24 MB
Intel Xeon Processor L7555,Discontinued,Q1'10,8,2.53 GHz,1.87 GHz,24 MB
Intel Xeon Processor X7550,Discontinued,Q1'10,8,2.40 GHz,2.00 GHz,18 MB
Intel Xeon Processor L7545,Discontinued,Q1'10,6,2.53 GHz,1.87 GHz,18 MB
Intel Xeon Processor X7542,Discontinued,Q1'10,6,2.80 GHz,2.67 GHz,18 MB
Intel Xeon Processor E7540,Discontinued,Q1'10,6,2.27 GHz,2.00 GHz,18 MB
Intel Xeon Processor E7530,Discontinued,Q1'10,6,2.13 GHz,1.87 GHz,12 MB
Intel Xeon Processor E7520,Discontinued,Q1'10,4,1.87 GHz,1.87 GHz,18 MB
Intel Xeon Processor X7460,Discontinued,Q3'08,6,,2.66 GHz,16 MB
Intel Xeon Processor E7450,Discontinued,Q3'08,6,,2.40 GHz,12 MB
Intel Xeon Processor L7455,Discontinued,Q3'08,6,,2.13 GHz,12 MB
Intel Xeon Processor L7445,Discontinued,Q3'08,4,,2.13 GHz,12 MB
Intel Xeon Processor E7440,Discontinued,Q3'08,4,,2.40 GHz,16 MB
Intel Xeon Processor E7430,Discontinued,Q3'08,4,,2.13 GHz,12 MB
Intel Xeon Processor E7420,Discontinued,Q3'08,4,,2.13 GHz,8 MB
Intel Xeon Processor X7350,Discontinued,Q3'07,4,,2.93 GHz,8 MB
Intel Xeon Processor L7345,Discontinued,Q3'07,4,,1.86 GHz,8 MB
Intel Xeon Processor E7340,Discontinued,Q3'07,4,,2.40 GHz,8 MB
Intel Xeon Processor E7330,Discontinued,Q3'07,4,,2.40 GHz,6 MB
Intel Xeon Processor E7320,Discontinued,Q3'07,4,,2.13 GHz,4 MB
Intel Xeon Processor E7310,Discontinued,Q3'07,4,,1.60 GHz,4 MB
Intel Xeon Processor E7220,Discontinued,Q3'07,2,,2.93 GHz,8 MB
Intel Xeon Processor E7210,Discontinued,Q3'07,2,,2.40 GHz,8 MB
Intel Xeon Processor 7150N,Discontinued,,2,,3.50 GHz,16 MB
Intel Xeon Processor 7140N,Discontinued,,2,,3.33 GHz,16 MB
Intel Xeon Processor 7140M,Discontinued,,2,,3.40 GHz,16 MB
Intel Xeon Processor 7130N,Discontinued,,2,,3.16 GHz,8 MB
Intel Xeon Processor 7130M,Discontinued,,2,,3.20 GHz,8 MB
Intel Xeon Processor 7120N,Discontinued,,2,,3.00 GHz,4 MB
Intel Xeon Processor 7120M,Discontinued,,2,,3.00 GHz,4 MB
Intel Xeon Processor 7110N,Discontinued,,2,,2.50 GHz,4 MB
Intel Xeon Processor 7110M,Discontinued,,2,,2.60 GHz,4 MB
Intel Xeon Processor 7041,Discontinued,,2,,3.00 GHz,4 MB
Intel Xeon Processor 7040,Discontinued,,2,,3.00 GHz,4 MB
Intel Xeon Processor 7020,Discontinued,,2,,2.66 GHz,2 MB
Intel Xeon Processor 7030,Discontinued,,2,,2.80 GHz,2 MB
Intel Xeon Processor X6550,Discontinued,Q1'10,8,2.40 GHz,2.00 GHz,18 MB
Intel Xeon Processor E6540,Discontinued,Q1'10,6,2.27 GHz,2.00 GHz,18 MB
Intel Xeon Processor E6510,Discontinued,Q1'10,4,1.73 GHz,1.73 GHz,12 MB
Intel Xeon Processor X5690,Discontinued,Q1'11,6,3.73 GHz,3.46 GHz,12 MB
Intel Xeon Processor X5687,Discontinued,Q1'11,4,3.86 GHz,3.60 GHz,12 MB
Intel Xeon Processor X5680,Discontinued,Q1'10,6,3.60 GHz,3.33 GHz,12 MB
Intel Xeon Processor X5677,Discontinued,Q1'10,4,3.73 GHz,3.46 GHz,12 MB
Intel Xeon Processor X5675,Discontinued,Q1'11,6,3.46 GHz,3.06 GHz,12 MB
Intel Xeon Processor X5672,Discontinued,Q1'11,4,3.60 GHz,3.20 GHz,12 MB
Intel Xeon Processor X5670,Discontinued,Q1'10,6,3.33 GHz,2.93 GHz,12 MB
Intel Xeon Processor X5667,Discontinued,Q1'10,4,3.46 GHz,3.06 GHz,12 MB
Intel Xeon Processor X5660,Discontinued,Q1'10,6,3.20 GHz,2.80 GHz,12 MB
Intel Xeon Processor X5650,Discontinued,Q1'10,6,3.06 GHz,2.66 GHz,12 MB
Intel Xeon Processor E5649,Launched,Q1'11,6,2.93 GHz,2.53 GHz,12 MB
Intel Xeon Processor X5647,Discontinued,Q1'11,4,3.20 GHz,2.93 GHz,12 MB
Intel Xeon Processor E5645,Launched,Q1'10,6,2.67 GHz,2.40 GHz,12 MB
Intel Xeon Processor L5640,Discontinued,Q1'10,6,2.80 GHz,2.26 GHz,12 MB
Intel Xeon Processor E5640,Discontinued,Q1'10,4,2.93 GHz,2.66 GHz,12 MB
Intel Xeon Processor L5638,Launched,Q1'10,6,2.40 GHz,2.00 GHz,12 MB
Intel Xeon Processor L5630,Discontinued,Q1'10,4,2.40 GHz,2.13 GHz,12 MB
Intel Xeon Processor E5630,Discontinued,Q1'10,4,2.80 GHz,2.53 GHz,12 MB
Intel Xeon Processor E5620,Launched,Q1'10,4,2.66 GHz,2.40 GHz,12 MB
Intel Xeon Processor L5618,Launched,Q1'10,4,2.26 GHz,1.87 GHz,12 MB
Intel Xeon Processor L5609,Discontinued,Q1'10,4,1.86 GHz,1.86 GHz,12 MB
Intel Xeon Processor E5607,Launched,Q1'11,4,,2.26 GHz,8 MB
Intel Xeon Processor E5606,Discontinued,Q1'11,4,,2.13 GHz,8 MB
Intel Xeon Processor E5506,Launched,Q1'09,4,,2.13 GHz,4 MB
Intel Xeon Processor E5603,Discontinued,Q1'11,4,,1.60 GHz,4 MB
Intel Xeon Processor W5590,Launched,Q3'09,4,3.60 GHz,3.33 GHz,8 MB
